"Date","Fish_ID_Day","Habitat","PIT_tag","Species","FL","TL","Weight","date","doy","age_cluster"
2022-10-20,111,"Mainstem","NA","Coho","50",53,1.2,2022-10-20,293,"age-0"
2022-10-20,112,"Mainstem","NA","Coho","51",55,1.6,2022-10-20,293,"age-0"
2022-10-20,113,"Mainstem","NA","Coho","50",54,1.3,2022-10-20,293,"age-0"
2022-10-20,116,"Mainstem","NA","Coho","60",64,2.4,2022-10-20,293,"age-0"
2022-10-20,117,"Mainstem","NA","Coho","55",58,1.7,2022-10-20,293,"age-0"
2022-10-20,118,"Mainstem","NA","Coho","47",49,1,2022-10-20,293,"age-0"
2022-10-20,120,"Mainstem","NA","Coho","53",56,1.4,2022-10-20,293,"age-0"
2022-10-27,2,"Mainstem","NA","Coho","48",51,1.2,2022-10-27,300,"age-0"
2022-10-27,3,"Mainstem","NA","Coho","49",52,1.1,2022-10-27,300,"age-0"
2022-10-27,4,"Mainstem","NA","Coho","59",63,2.1,2022-10-27,300,"age-0"
2022-10-27,6,"Mainstem","NA","Coho","51",54,1.4,2022-10-27,300,"age-0"
2022-10-27,7,"Mainstem","NA","Coho","66",71,2.8,2022-10-27,300,"age-0"
2022-10-27,8,"Mainstem","NA","Coho","51",55,1.4,2022-10-27,300,"age-0"
2022-10-27,9,"Mainstem","NA","Coho","45",47,0.8,2022-10-27,300,"age-0"
2022-10-27,10,"Mainstem","NA","Coho","60",65,2.3,2022-10-27,300,"age-0"
2022-10-27,11,"Mainstem","NA","Coho","99",106,9.7,2022-10-27,300,"age-1"
2022-10-27,12,"Mainstem","NA","Coho","52",56,1.3,2022-10-27,300,"age-0"
2022-10-27,13,"Mainstem","NA","Coho","99",105,9.9,2022-10-27,300,"age-1"
2022-10-27,14,"Mainstem","NA","Coho","59",63,2.1,2022-10-27,300,"age-0"
2022-10-27,17,"Mainstem","NA","Coho","48",51,1.2,2022-10-27,300,"age-0"
2022-10-27,18,"Mainstem","NA","Coho","66",71,2.9,2022-10-27,300,"age-0"
2022-10-27,20,"Mainstem","NA","Coho","50",53,1.1,2022-10-27,300,"age-0"
2022-10-27,21,"Mainstem","NA","Coho","57",61,2,2022-10-27,300,"age-0"
2022-10-27,23,"Mainstem","NA","Coho","70",75,3.7,2022-10-27,300,"age-0"
2022-10-27,24,"Mainstem","NA","Coho","48",52,1.1,2022-10-27,300,"age-0"
2022-10-27,25,"Mainstem","NA","Coho","68",72,3.3,2022-10-27,300,"age-0"
2022-10-27,26,"Mainstem","NA","Coho","55",58,1.8,2022-10-27,300,"age-0"
2022-10-27,27,"Mainstem","NA","Coho","53",56,1.6,2022-10-27,300,"age-0"
2022-10-27,29,"Mainstem","NA","Coho","64",68,2.7,2022-10-27,300,"age-0"
2022-10-27,30,"Mainstem","NA","Coho","60",65,2.1,2022-10-27,300,"age-0"
2022-10-27,32,"Mainstem","NA","Coho","49",53,1.6,2022-10-27,300,"age-0"
2022-10-27,33,"Mainstem","NA","Coho","59",63,2.2,2022-10-27,300,"age-0"
2022-10-27,34,"Mainstem","NA","Coho","50",52,1.2,2022-10-27,300,"age-0"
2022-10-27,36,"Mainstem","NA","Coho","58",63,2.9,2022-10-27,300,"age-0"
2022-10-27,37,"Mainstem","NA","Coho","50",53,1.3,2022-10-27,300,"age-0"
2022-10-27,38,"Mainstem","NA","Coho","58",63,2.5,2022-10-27,300,"age-0"
2022-10-27,40,"Mainstem","NA","Coho","65",70,2.6,2022-10-27,300,"age-0"
2022-10-27,43,"Mainstem","NA","Coho","72",78,4.3,2022-10-27,300,"age-0"
2022-10-27,45,"Mainstem","NA","Coho","60",65,2.1,2022-10-27,300,"age-0"
2022-10-27,48,"Mainstem","NA","Coho","62",67,2.5,2022-10-27,300,"age-0"
2022-10-27,49,"Mainstem","NA","Coho","60",64,2.1,2022-10-27,300,"age-0"
2022-10-27,50,"Mainstem","NA","Coho","62",67,2.5,2022-10-27,300,"age-0"
2022-10-27,51,"Mainstem","NA","Coho","60",65,2.2,2022-10-27,300,"age-0"
2022-10-27,55,"Mainstem","NA","Coho","63",67,2.2,2022-10-27,300,"age-0"
2022-10-27,56,"Mainstem","NA","Coho","44",46,0.9,2022-10-27,300,"age-0"
2022-10-27,60,"Mainstem","NA","Coho","98",103,9,2022-10-27,300,"age-1"
2022-10-27,61,"Mainstem","NA","Coho","58",62,2,2022-10-27,300,"age-0"
2022-10-27,63,"Mainstem","NA","Coho","56",60,1.9,2022-10-27,300,"age-0"
2022-10-27,71,"Mainstem","NA","Coho","52",55,1.3,2022-10-27,300,"age-0"
2022-10-27,72,"Mainstem","NA","Coho","50",53,1.4,2022-10-27,300,"age-0"
2022-10-27,73,"Mainstem","NA","Coho","51",54,1.4,2022-10-27,300,"age-0"
2022-10-27,74,"Mainstem","NA","Coho","45",47,0.8,2022-10-27,300,"age-0"
2022-10-27,75,"Mainstem","NA","Coho","48",51,1.1,2022-10-27,300,"age-0"
2022-10-27,76,"Mainstem","NA","Coho","44",47,0.8,2022-10-27,300,"age-0"
2022-10-27,77,"Mainstem","NA","Coho","62",67,2.4,2022-10-27,300,"age-0"
2022-10-27,79,"Mainstem","NA","Coho","52",55,1.5,2022-10-27,300,"age-0"
2022-10-27,80,"Mainstem","NA","Coho","43",45,0.8,2022-10-27,300,"age-0"
2022-10-27,81,"Mainstem","NA","Coho","45",48,0.9,2022-10-27,300,"age-0"
2022-10-27,82,"Mainstem","NA","Coho","51",54,1.3,2022-10-27,300,"age-0"
2022-10-27,83,"Mainstem","NA","Coho","48",50,1,2022-10-27,300,"age-0"
2022-10-27,84,"Mainstem","NA","Coho","49",52,1.1,2022-10-27,300,"age-0"
2022-10-27,86,"Mainstem","NA","Coho","45",48,0.9,2022-10-27,300,"age-0"
2022-10-27,87,"Mainstem","NA","Coho","54",58,1.6,2022-10-27,300,"age-0"
2022-10-27,88,"Mainstem","NA","Coho","50",54,1.3,2022-10-27,300,"age-0"
2022-10-27,90,"Mainstem","NA","Coho","58",63,1.9,2022-10-27,300,"age-0"
2022-10-27,91,"Mainstem","NA","Coho","49",53,1.3,2022-10-27,300,"age-0"
2022-10-27,92,"Mainstem","NA","Coho","49",53,1.3,2022-10-27,300,"age-0"
2022-10-27,94,"Mainstem","NA","Coho","50",53,1.2,2022-10-27,300,"age-0"
2022-10-27,95,"Mainstem","NA","Coho","64",68,2.9,2022-10-27,300,"age-0"
2022-10-27,96,"Mainstem","NA","Coho","62",68,2.5,2022-10-27,300,"age-0"
2022-10-27,97,"Mainstem","NA","Coho","45",47,0.8,2022-10-27,300,"age-0"
2022-10-27,98,"Mainstem","NA","Coho","41",43,0.7,2022-10-27,300,"age-0"
2022-10-27,101,"Mainstem","NA","Coho","56",60,1.8,2022-10-27,300,"age-0"
2022-10-27,104,"Mainstem","NA","Coho","58",62,2,2022-10-27,300,"age-0"
2022-10-27,107,"Mainstem","NA","Coho","58",62,2.3,2022-10-27,300,"age-0"
2022-10-27,108,"Mainstem","NA","Coho","58",62,2.1,2022-10-27,300,"age-0"
2022-10-27,109,"Mainstem","NA","Coho","53",58,1.8,2022-10-27,300,"age-0"
2022-10-27,111,"Mainstem","NA","Coho","69",73,3.5,2022-10-27,300,"age-0"
2022-10-27,112,"Mainstem","NA","Coho","66",72,3.1,2022-10-27,300,"age-0"
2022-10-27,116,"Mainstem","NA","Coho","51",55,1.4,2022-10-27,300,"age-0"
2022-10-27,118,"Mainstem","NA","Coho","54",57,1.7,2022-10-27,300,"age-0"
2022-10-27,119,"Mainstem","NA","Coho","62",67,2.4,2022-10-27,300,"age-0"
