"Fish_ID_comp","Date","Fish_ID_day","Trap","Habitat","PIT_tag","Species","FL","TL","Weight","Diet","Fin.Clip","Pink_Salmon_pres_abs","date","doy","age_cluster"
2702,"7/2/2021","O16",1,"Main_Side","N/A","Coho",33,34,0.3,"N","N",0,2021-07-02,183,"age-0"
2703,"7/2/2021","O17",1,"Main_Side","N/A","Coho",37,39,0.5,"N","N",0,2021-07-02,183,"age-0"
2704,"7/2/2021","O18",1,"Main_Side","N/A","Coho",37,38,0.4,"N","N",0,2021-07-02,183,"age-0"
2705,"7/2/2021","O19",1,"Main_Side","N/A","Coho",34,35,0.3,"N","N",0,2021-07-02,183,"age-0"
2706,"7/2/2021","O20",1,"Main_Side","N/A","Coho",36,38,0.5,"N","N",0,2021-07-02,183,"age-0"
2707,"7/2/2021","O21",1,"Main_Side","N/A","Coho",36,37,0.4,"N","Y",0,2021-07-02,183,"age-0"
2708,"7/2/2021","O22",1,"Main_Side","N/A","Coho",33,34,0.3,"N","Y",0,2021-07-02,183,"age-0"
2709,"7/2/2021","O23",1,"Main_Side","N/A","Coho",34,35,0.4,"N","Y",0,2021-07-02,183,"age-0"
2710,"7/2/2021","O24",1,"Main_Side","N/A","Coho",29,30,0.2,"N","Y",0,2021-07-02,183,"age-0"
2711,"7/2/2021","O25",1,"Main_Side","N/A","Coho",35,36,0.4,"N","Y",0,2021-07-02,183,"age-0"
2712,"7/2/2021","O26",1,"Main_Side","N/A","Coho",34,35,0.3,"N","Y",0,2021-07-02,183,"age-0"
2713,"7/2/2021","O27",1,"Main_Side","N/A","Coho",33,34,0.4,"N","Y",0,2021-07-02,183,"age-0"
2714,"7/2/2021","O28",1,"Main_Side","N/A","Coho",33,34,0.4,"N","N",0,2021-07-02,183,"age-0"
2715,"7/2/2021","O29",1,"Main_Side","N/A","Coho",31,32,0.2,"N","N",0,2021-07-02,183,"age-0"
2716,"7/2/2021","O30",1,"Main_Side","N/A","Coho",33,34,0.3,"N","N",0,2021-07-02,183,"age-0"
848,"7/6/2021","1",1,"Main_Side",NA,"Coho",66,71,3.2,"Y","N",0,2021-07-06,187,"age-1"
851,"7/6/2021","4",1,"Main_Side","E0CCF34","Coho",84,91,7,"Y","N",0,2021-07-06,187,"age-1"
852,"7/6/2021","5",3,"Main_Side",NA,"Coho",39,41,0.5,"N","N",0,2021-07-06,187,"age-0"
863,"7/6/2021","16",3,"Main_Side",NA,"Coho",60,64,2.6,"Y","N",0,2021-07-06,187,"age-1"
865,"7/6/2021","18",3,"Main_Side","E0CCF23","Coho",80,86,6,"Y","N",0,2021-07-06,187,"age-1"
867,"7/6/2021","20",2,"Main_Side","E0CCF55","Coho",76,82,4.6,"Y","N",0,2021-07-06,187,"age-1"
869,"7/6/2021","22",NA,"Main_Side","E0CCF20","Coho",87,94,7.5,"Y","N",0,2021-07-06,187,"age-1"
874,"7/6/2021","27",NA,"Main_Side","E0CCF2F","Coho",80,86,5.7,"Y","N",0,2021-07-06,187,"age-1"
875,"7/6/2021","28",NA,"Main_Side","E0CCF3C","Coho",81,88,6.3,"Y","N",0,2021-07-06,187,"age-1"
876,"7/6/2021","29",NA,"Main_Side","E0CCF07","Coho",73,77,4.5,"Y","N",0,2021-07-06,187,"age-1"
877,"7/6/2021","30",NA,"Main_Side","E0CCF42","Coho",70,76,3.7,"N","N",0,2021-07-06,187,"age-1"
881,"7/6/2021","34",NA,"Main_Side","EOCCF50","Coho",70,75,3.8,"N","N",0,2021-07-06,187,"age-1"
884,"7/6/2021","37",NA,"Main_Side","E0CCF19","Coho",70,76,3.8,"N","N",0,2021-07-06,187,"age-1"
885,"7/6/2021","38",NA,"Main_Side",NA,"Coho",69,73,3.6,"N","N",0,2021-07-06,187,"age-1"
890,"7/6/2021","43",NA,"Main_Side",NA,"Coho",41,42,0.7,"N","N",0,2021-07-06,187,"age-0"
891,"7/6/2021","44",NA,"Main_Side",NA,"Coho",38,40,0.6,"N","N",0,2021-07-06,187,"age-0"
892,"7/6/2021","45",NA,"Main_Side",NA,"Coho",34,35,0.4,"N","N",0,2021-07-06,187,"age-0"
893,"7/6/2021","46",NA,"Main_Side",NA,"Coho",35,37,0.5,"N","N",0,2021-07-06,187,"age-0"
894,"7/6/2021","47",NA,"Main_Side",NA,"Coho",36,37,0.5,"N","N",0,2021-07-06,187,"age-0"
895,"7/6/2021","48",NA,"Main_Side",NA,"Coho",34,35,0.4,"N","N",0,2021-07-06,187,"age-0"
896,"7/6/2021","49",NA,"Main_Side",NA,"Coho",34,35,0.4,"N","N",0,2021-07-06,187,"age-0"
897,"7/6/2021","50",NA,"Main_Side",NA,"Coho",32,33,0.3,"N","N",0,2021-07-06,187,"age-0"
903,"7/6/2021","56",NA,"Seep",NA,"Coho",63,66,2.6,"Y","N",0,2021-07-06,187,"age-1"
904,"7/6/2021","57",NA,"Seep",NA,"Coho",60,65,2.4,"Y","N",0,2021-07-06,187,"age-1"
908,"7/13/2021","3",1,"Main_Side","E0CCF22","Coho",82,87,5.8,"Y","N",0,2021-07-13,194,"age-1"
910,"7/13/2021","5",1,"Main_Side","E0CCF1F","Coho",76,84,5,"Y","N",0,2021-07-13,194,"age-1"
911,"7/13/2021","6",1,"Main_Side","E0CCF0F","Coho",73,78,4.9,"Y","N",0,2021-07-13,194,"age-1"
914,"7/13/2021","9",2,"Main_Side","E0CCF2A","Coho",83,90,6.5,"Y","N",0,2021-07-13,194,"age-1"
916,"7/13/2021","11",2,"Main_Side","E0CCF2E","Coho",83,89,6.7,"Y","N",0,2021-07-13,194,"age-1"
919,"7/13/2021","14",2,"Main_Side","E0CCF54","Coho",79,85,5.9,"Y","N",0,2021-07-13,194,"age-1"
920,"7/13/2021","15",2,"Main_Side","DF33D1B","Coho",82,88,6.1,"Y","N",0,2021-07-13,194,"age-1"
921,"7/13/2021","16",2,"Main_Side","E0CCF59","Coho",70,75,4.1,"Y","N",0,2021-07-13,194,"age-1"
923,"7/13/2021","18",2,"Main_Side","E0CCF28","Coho",80,85,5.2,"Y","N",0,2021-07-13,194,"age-1"
924,"7/13/2021","19",2,"Main_Side","E0CCF31","Coho",76,81,4.2,"Y","N",0,2021-07-13,194,"age-1"
926,"7/13/2021","21",2,"Main_Side","E0CCF03","Coho",70,75,3.9,"Y","N",0,2021-07-13,194,"age-1"
927,"7/13/2021","22",2,"Main_Side",NA,"Coho",65,70,3.1,"Y","N",0,2021-07-13,194,"age-1"
928,"7/13/2021","23",2,"Main_Side","E0CCF0D","Coho",78,85,5.8,"N","N",0,2021-07-13,194,"age-1"
931,"7/13/2021","26",2,"Main_Side",NA,"Coho",38,40,0.6,"N","N",0,2021-07-13,194,"age-0"
932,"7/13/2021","27",2,"Main_Side",NA,"Coho",42,44,0.7,"N","N",0,2021-07-13,194,"age-0"
933,"7/13/2021","28",2,"Main_Side",NA,"Coho",39,41,0.6,"N","N",0,2021-07-13,194,"age-0"
934,"7/13/2021","29",2,"Main_Side",NA,"Coho",35,36,0.4,"N","N",0,2021-07-13,194,"age-0"
935,"7/13/2021","30",2,"Main_Side",NA,"Coho",36,38,0.5,"N","N",0,2021-07-13,194,"age-0"
936,"7/13/2021","31",3,"Main_Side",NA,"Coho",36,37,0.4,"N","N",0,2021-07-13,194,"age-0"
937,"7/13/2021","32",3,"Main_Side",NA,"Coho",35,36,0.3,"N","N",0,2021-07-13,194,"age-0"
938,"7/13/2021","33",3,"Main_Side",NA,"Coho",36,38,0.4,"N","N",0,2021-07-13,194,"age-0"
939,"7/13/2021","34",3,"Main_Side",NA,"Coho",40,43,0.6,"N","N",0,2021-07-13,194,"age-0"
940,"7/13/2021","35",3,"Main_Side",NA,"Coho",46,49,0.9,"N","N",0,2021-07-13,194,"age-0"
941,"7/13/2021","36",3,"Main_Side",NA,"Coho",41,43,0.6,"N","N",0,2021-07-13,194,"age-0"
942,"7/13/2021","37",3,"Main_Side",NA,"Coho",36,38,0.4,"N","N",0,2021-07-13,194,"age-0"
943,"7/13/2021","38",3,"Main_Side",NA,"Coho",36,37,0.4,"N","N",0,2021-07-13,194,"age-0"
944,"7/13/2021","39",3,"Main_Side",NA,"Coho",39,41,0.7,"N","N",0,2021-07-13,194,"age-0"
945,"7/13/2021","40",3,"Main_Side",NA,"Coho",37,39,0.6,"N","N",0,2021-07-13,194,"age-0"
946,"7/13/2021","41",3,"Main_Side",NA,"Coho",37,38,0.5,"N","N",0,2021-07-13,194,"age-0"
947,"7/13/2021","42",3,"Main_Side",NA,"Coho",37,39,0.5,"N","N",0,2021-07-13,194,"age-0"
948,"7/13/2021","43",3,"Main_Side",NA,"Coho",39,41,0.7,"N","N",0,2021-07-13,194,"age-0"
949,"7/13/2021","44",3,"Main_Side",NA,"Coho",40,42,0.6,"N","N",0,2021-07-13,194,"age-0"
950,"7/13/2021","45",3,"Main_Side",NA,"Coho",37,39,0.5,"N","N",0,2021-07-13,194,"age-0"
951,"7/13/2021","46",3,"Main_Side",NA,"Coho",38,40,0.6,"N","N",0,2021-07-13,194,"age-0"
952,"7/13/2021","47",3,"Main_Side",NA,"Coho",37,39,0.5,"N","N",0,2021-07-13,194,"age-0"
953,"7/13/2021","48",3,"Main_Side",NA,"Coho",35,36,0.4,"N","N",0,2021-07-13,194,"age-0"
954,"7/13/2021","49",3,"Main_Side",NA,"Coho",36,38,0.5,"N","N",0,2021-07-13,194,"age-0"
956,"7/13/2021","51",5,"Main_Side","E0CCF43","Coho",79,86,4.7,"N","N",0,2021-07-13,194,"age-1"
957,"7/13/2021","52",5,"Main_Side","E0CCF05","Coho",75,81,4.3,"Y","N",0,2021-07-13,194,"age-1"
958,"7/13/2021","53",5,"Main_Side",NA,"Coho",62,67,2.7,"N","N",0,2021-07-13,194,"age-1"
960,"7/13/2021","55",5,"Main_Side","E0CCF41","Coho",86,93,6.6,"N","N",0,2021-07-13,194,"age-1"
961,"7/13/2021","56",5,"Main_Side","E0CCF46","Coho",84,90,6.4,"N","N",0,2021-07-13,194,"age-1"
962,"7/13/2021","57",5,"Main_Side","E0CCF91","Coho",71,76,3.4,"N","N",0,2021-07-13,194,"age-1"
963,"7/13/2021","58",5,"Main_Side",NA,"Coho",63,67,2.8,"N","N",0,2021-07-13,194,"age-1"
964,"7/13/2021","59",5,"Main_Side","E0CCF1D","Coho",79,85,4.7,"N","N",0,2021-07-13,194,"age-1"
966,"7/13/2021","61",5,"Main_Side","E0CCFBB","Coho",72,77,3.5,"N","N",0,2021-07-13,194,"age-1"
967,"7/13/2021","62",5,"Main_Side","E0CCFAB","Coho",69,74,3.2,"N","N",0,2021-07-13,194,"age-1"
968,"7/13/2021","63",5,"Main_Side","E0CCF3F","Coho",76,81,5,"N","N",0,2021-07-13,194,"age-1"
970,"7/13/2021","65",5,"Main_Side","E0CCF62","Coho",72,79,4,"N","N",0,2021-07-13,194,"age-1"
973,"7/13/2021","68",5,"Main_Side","E0CCF00","Coho",70,76,3.6,"N","N",0,2021-07-13,194,"age-1"
978,"7/15/2021","1",1,"Main_Side",NA,"Coho",35,36,0.6,"N","N",0,2021-07-15,196,"age-0"
979,"7/15/2021","2",1,"Main_Side",NA,"Coho",35,36,0.5,"N","N",0,2021-07-15,196,"age-0"
980,"7/15/2021","3",1,"Main_Side",NA,"Coho",35,36,0.6,"N","N",0,2021-07-15,196,"age-0"
981,"7/15/2021","4",1,"Main_Side",NA,"Coho",33,34,0.5,"N","N",0,2021-07-15,196,"age-0"
982,"7/15/2021","5",1,"Main_Side",NA,"Coho",33,34,0.4,"N","N",0,2021-07-15,196,"age-0"
983,"7/15/2021","6",1,"Main_Side",NA,"Coho",37,38,0.6,"N","N",0,2021-07-15,196,"age-0"
984,"7/15/2021","7",1,"Main_Side",NA,"Coho",35,36,0.4,"N","N",0,2021-07-15,196,"age-0"
985,"7/15/2021","8",1,"Main_Side",NA,"Coho",33,34,4,"N","N",0,2021-07-15,196,"age-0"
986,"7/15/2021","9",1,"Main_Side",NA,"Coho",37,38,0.6,"N","N",0,2021-07-15,196,"age-0"
987,"7/15/2021","10",1,"Main_Side",NA,"Coho",37,38,0.6,"N","N",0,2021-07-15,196,"age-0"
988,"7/15/2021","11",1,"Main_Side",NA,"Coho",35,36,0.5,"N","N",0,2021-07-15,196,"age-0"
989,"7/15/2021","12",1,"Main_Side",NA,"Coho",36,37,0.6,"N","N",0,2021-07-15,196,"age-0"
990,"7/15/2021","13",1,"Main_Side",NA,"Coho",36,37,0.6,"N","N",0,2021-07-15,196,"age-0"
991,"7/15/2021","14",1,"Main_Side",NA,"Coho",35,37,0.5,"N","N",0,2021-07-15,196,"age-0"
992,"7/15/2021","15",1,"Main_Side",NA,"Coho",35,36,0.4,"N","N",0,2021-07-15,196,"age-0"
993,"7/15/2021","16",1,"Main_Side",NA,"Coho",35,36,0.4,"N","N",0,2021-07-15,196,"age-0"
994,"7/15/2021","17",1,"Main_Side",NA,"Coho",36,37,0.5,"N","N",0,2021-07-15,196,"age-0"
995,"7/15/2021","18",1,"Main_Side",NA,"Coho",35,36,0.4,"N","N",0,2021-07-15,196,"age-0"
996,"7/15/2021","19",1,"Main_Side",NA,"Coho",35,36,0.4,"N","N",0,2021-07-15,196,"age-0"
997,"7/15/2021","20",1,"Main_Side",NA,"Coho",37,38,0.5,"N","N",0,2021-07-15,196,"age-0"
998,"7/15/2021","21",1,"Main_Side",NA,"Coho",37,38,0.6,"N","N",0,2021-07-15,196,"age-0"
999,"7/15/2021","22",1,"Main_Side",NA,"Coho",33,34,0.3,"N","N",0,2021-07-15,196,"age-0"
1000,"7/15/2021","23",1,"Main_Side",NA,"Coho",35,36,0.5,"N","N",0,2021-07-15,196,"age-0"
1001,"7/15/2021","24",1,"Main_Side",NA,"Coho",36,38,0.6,"N","N",0,2021-07-15,196,"age-0"
1002,"7/15/2021","25",1,"Main_Side",NA,"Coho",35,37,0.5,"N","N",0,2021-07-15,196,"age-0"
1003,"7/15/2021","26",1,"Main_Side",NA,"Coho",35,36,0.4,"N","N",0,2021-07-15,196,"age-0"
1004,"7/15/2021","27",1,"Main_Side",NA,"Coho",37,39,0.6,"N","N",0,2021-07-15,196,"age-0"
1005,"7/15/2021","28",1,"Main_Side",NA,"Coho",34,35,0.4,"N","N",0,2021-07-15,196,"age-0"
1006,"7/15/2021","29",1,"Main_Side",NA,"Coho",35,37,0.5,"N","N",0,2021-07-15,196,"age-0"
1007,"7/15/2021","30",1,"Main_Side",NA,"Coho",36,38,0.6,"N","N",0,2021-07-15,196,"age-0"
1008,"7/15/2021","31",1,"Main_Side",NA,"Coho",37,40,0.7,"Y","N",0,2021-07-15,196,"age-0"
1009,"7/15/2021","32",1,"Main_Side",NA,"Coho",36,38,0.6,"N","N",0,2021-07-15,196,"age-0"
1010,"7/15/2021","33",1,"Main_Side",NA,"Coho",40,42,0.8,"Y","N",0,2021-07-15,196,"age-0"
1011,"7/15/2021","34",1,"Main_Side",NA,"Coho",38,40,0.7,"N","N",0,2021-07-15,196,"age-0"
1012,"7/15/2021","35",1,"Main_Side",NA,"Coho",39,41,0.7,"N","N",0,2021-07-15,196,"age-0"
1013,"7/15/2021","36",1,"Main_Side",NA,"Coho",38,40,0.6,"N","N",0,2021-07-15,196,"age-0"
1019,"7/15/2021","42",3,"Main_Side",NA,"Coho",36,38,0.5,"N","N",0,2021-07-15,196,"age-0"
1020,"7/15/2021","43",3,"Main_Side","E0CCFAA","Coho",75,81,5,"Y","N",0,2021-07-15,196,"age-1"
1021,"7/15/2021","44",2,"Main_Side",NA,"Coho",63,68,2.7,"Y","N",0,2021-07-15,196,"age-1"
1022,"7/15/2021","45",2,"Main_Side","E0CCFB1","Coho",79,86,5.6,"Y","N",0,2021-07-15,196,"age-1"
1025,"7/15/2021","48",2,"Main_Side","E0CCF20","Coho",89,96,7.8,"Y","N",0,2021-07-15,196,"age-1"
1030,"7/15/2021","53",2,"Main_Side","E0CCF50","Coho",75,80,4.3,"Y","N",0,2021-07-15,196,"age-1"
1035,"7/15/2021","58",2,"Main_Side","E0CCF67","Coho",78,85,5.1,"Y","N",0,2021-07-15,196,"age-1"
1048,"7/15/2021","71",4,"Main_Side","E0CCF8F","Coho",87,94,6.6,"Y","N",0,2021-07-15,196,"age-1"
1050,"7/20/2021","1",1,"Main_Side","E0CCF60","Coho",82,88,5.7,"Y","N",0,2021-07-20,201,"age-1"
1052,"7/20/2021","3",1,"Main_Side","E0CCF23","Coho",82,88,6,"Y","N",0,2021-07-20,201,"age-1"
1053,"7/20/2021","4",1,"Main_Side",NA,"Coho",62,67,2.7,"Y","N",0,2021-07-20,201,"age-1"
1057,"7/20/2021","8",2,"Main_Side",NA,"Coho",73,78,4.4,"Y","N",0,2021-07-20,201,"age-1"
1063,"7/20/2021","14",2,"Main_Side","E0CCF82","Coho",82,87,4.8,"Y","N",0,2021-07-20,201,"age-1"
1066,"7/20/2021","17",2,"Main_Side",NA,"Coho",71,77,3.9,"Y","N",0,2021-07-20,201,"age-1"
1067,"7/20/2021","18",2,"Main_Side","E0CCFB6","Coho",86,93,7.4,"Y","N",0,2021-07-20,201,"age-1"
1069,"7/20/2021","20",2,"Main_Side","E0CCFA3","Coho",82,87,5.9,"Y","N",0,2021-07-20,201,"age-1"
1071,"7/20/2021","22",2,"Main_Side","E0CCF6D","Coho",80,85,5.1,"Y","N",0,2021-07-20,201,"age-1"
1076,"7/20/2021","27",4,"Main_Side",NA,"Coho",36,38,0.5,"N","N",0,2021-07-20,201,"age-0"
1077,"7/20/2021","28",4,"Main_Side",NA,"Coho",36,37,0.5,"N","N",0,2021-07-20,201,"age-0"
1078,"7/20/2021","29",4,"Main_Side",NA,"Coho",34,35,0.4,"N","N",0,2021-07-20,201,"age-0"
1079,"7/20/2021","30",4,"Main_Side",NA,"Coho",39,41,0.6,"N","N",0,2021-07-20,201,"age-0"
1080,"7/20/2021","31",4,"Main_Side",NA,"Coho",37,39,0.6,"N","N",0,2021-07-20,201,"age-0"
1081,"7/20/2021","32",4,"Main_Side",NA,"Coho",35,37,0.5,"N","N",0,2021-07-20,201,"age-0"
1082,"7/20/2021","33",4,"Main_Side",NA,"Coho",38,39,0.6,"N","N",0,2021-07-20,201,"age-0"
1083,"7/20/2021","34",4,"Main_Side",NA,"Coho",32,33,0.3,"N","N",0,2021-07-20,201,"age-0"
1084,"7/20/2021","35",4,"Main_Side",NA,"Coho",42,45,0.7,"N","N",0,2021-07-20,201,"age-0"
1085,"7/20/2021","36",4,"Main_Side",NA,"Coho",35,37,0.4,"N","N",0,2021-07-20,201,"age-0"
1086,"7/20/2021","37",4,"Main_Side",NA,"Coho",35,37,0.4,"N","N",0,2021-07-20,201,"age-0"
1087,"7/20/2021","38",4,"Main_Side",NA,"Coho",40,42,0.7,"N","N",0,2021-07-20,201,"age-0"
1088,"7/20/2021","39",4,"Main_Side",NA,"Coho",35,36,0.5,"N","N",0,2021-07-20,201,"age-0"
1089,"7/20/2021","40",4,"Main_Side",NA,"Coho",35,37,0.4,"N","N",0,2021-07-20,201,"age-0"
1090,"7/20/2021","41",4,"Main_Side",NA,"Coho",36,38,0.5,"N","N",0,2021-07-20,201,"age-0"
1091,"7/20/2021","42",4,"Main_Side",NA,"Coho",35,36,0.4,"N","N",0,2021-07-20,201,"age-0"
1092,"7/20/2021","43",4,"Main_Side",NA,"Coho",37,39,0.6,"N","N",0,2021-07-20,201,"age-0"
1093,"7/20/2021","44",4,"Main_Side",NA,"Coho",35,37,0.4,"N","N",0,2021-07-20,201,"age-0"
1094,"7/20/2021","45",4,"Main_Side",NA,"Coho",36,38,0.5,"N","N",0,2021-07-20,201,"age-0"
1095,"7/20/2021","46",4,"Main_Side",NA,"Coho",36,38,0.6,"N","N",0,2021-07-20,201,"age-0"
1096,"7/20/2021","47",4,"Main_Side",NA,"Coho",31,33,0.6,"N","N",0,2021-07-20,201,"age-0"
1097,"7/20/2021","48",4,"Main_Side",NA,"Coho",41,44,0.7,"N","N",0,2021-07-20,201,"age-0"
1098,"7/20/2021","49",4,"Main_Side",NA,"Coho",38,40,0.5,"N","N",0,2021-07-20,201,"age-0"
1099,"7/20/2021","50",4,"Main_Side",NA,"Coho",36,38,0.5,"N","N",0,2021-07-20,201,"age-0"
1100,"7/20/2021","51",4,"Main_Side",NA,"Coho",34,36,0.3,"N","N",0,2021-07-20,201,"age-0"
1101,"7/20/2021","52",4,"Main_Side",NA,"Coho",35,37,0.5,"N","N",0,2021-07-20,201,"age-0"
1102,"7/20/2021","53",4,"Main_Side",NA,"Coho",38,40,0.6,"N","N",0,2021-07-20,201,"age-0"
1103,"7/20/2021","54",4,"Main_Side",NA,"Coho",37,39,0.5,"N","N",0,2021-07-20,201,"age-0"
1104,"7/20/2021","55",4,"Main_Side",NA,"Coho",39,41,0.6,"N","N",0,2021-07-20,201,"age-0"
1105,"7/20/2021","56",4,"Main_Side",NA,"Coho",35,37,0.4,"N","N",0,2021-07-20,201,"age-0"
1106,"7/20/2021","57",3,"Main_Side","E0CCF5B","Coho",79,86,5.5,"Y","N",0,2021-07-20,201,"age-1"
1107,"7/20/2021","58",3,"Main_Side","E0CCFA7","Coho",76,83,5.1,"Y","N",0,2021-07-20,201,"age-1"
1108,"7/20/2021","59",3,"Main_Side","E0CCFB1","Coho",81,87,5.5,"N","N",0,2021-07-20,201,"age-1"
1109,"7/20/2021","60",3,"Main_Side","E0CCF07","Coho",77,82,5.2,"N","N",0,2021-07-20,201,"age-1"
1113,"7/20/2021","64",3,"Main_Side","E0CCF20","Coho",90,98,8,"Y","N",0,2021-07-20,201,"age-1"
1117,"7/20/2021","68",3,"Main_Side",NA,"Coho",70,75,4,"N","N",0,2021-07-20,201,"age-1"
1128,"7/20/2021","79",3,"Main_Side","E0CCF6E","Coho",75,83,5.1,"N","N",0,2021-07-20,201,"age-1"
1129,"7/29/2021","1",1,"Main_Side",NA,"Coho",43,46,0.8,"N","N",1,2021-07-29,210,"age-0"
1130,"7/29/2021","2",1,"Main_Side","E0CCF0C","Coho",85,94,7.4,"Y","N",1,2021-07-29,210,"age-1"
1131,"7/29/2021","3",1,"Main_Side","E0CCF2E","Coho",86,95,8.3,"Y","N",1,2021-07-29,210,"age-1"
1132,"7/29/2021","4",1,"Main_Side","E0CCF46","Coho",86,94,7.5,"Y","N",1,2021-07-29,210,"age-1"
1133,"7/29/2021","5",1,"Main_Side","E0CCF1D","Coho",85,92,7.4,"Y","N",1,2021-07-29,210,"age-1"
1134,"7/29/2021","6",1,"Main_Side",NA,"Coho",44,47,1.5,"N","N",1,2021-07-29,210,"age-0"
1135,"7/29/2021","7",1,"Main_Side",NA,"Coho",43,47,0.9,"N","N",1,2021-07-29,210,"age-0"
1136,"7/29/2021","8",1,"Main_Side",NA,"Coho",40,43,0.7,"N","N",1,2021-07-29,210,"age-0"
1137,"7/29/2021","9",1,"Main_Side",NA,"Coho",41,43,0.7,"N","N",1,2021-07-29,210,"age-0"
1138,"7/29/2021","10",1,"Main_Side","E0CCFB9","Coho",75,82,5,"Y","N",1,2021-07-29,210,"age-1"
1139,"7/29/2021","11",1,"Main_Side","E0CCF96","Coho",90,98,9.5,"Y","N",1,2021-07-29,210,"age-1"
1140,"7/29/2021","12",1,"Main_Side",NA,"Coho",40,43,0.8,"N","N",1,2021-07-29,210,"age-0"
1141,"7/29/2021","13",1,"Main_Side","E0CCF00","Coho",76,84,5.3,"Y","N",1,2021-07-29,210,"age-1"
1142,"7/29/2021","14",1,"Main_Side",NA,"Coho",45,48,1.1,"N","N",1,2021-07-29,210,"age-0"
1143,"7/29/2021","15",1,"Main_Side",NA,"Coho",42,45,0.8,"N","N",1,2021-07-29,210,"age-0"
1144,"7/29/2021","16",1,"Main_Side",NA,"Coho",55,60,1.8,"N","N",1,2021-07-29,210,"age-0"
1145,"7/29/2021","17",1,"Main_Side",NA,"Coho",48,52,1.2,"N","N",1,2021-07-29,210,"age-0"
1147,"7/29/2021","19",1,"Main_Side",NA,"Coho",39,42,0.9,"N","N",1,2021-07-29,210,"age-0"
1148,"7/29/2021","20",1,"Main_Side",NA,"Coho",36,39,0.5,"N","N",1,2021-07-29,210,"age-0"
1149,"7/29/2021","21",1,"Main_Side",NA,"Coho",40,43,0.7,"N","N",1,2021-07-29,210,"age-0"
1150,"7/29/2021","22",1,"Main_Side","E0CCF77","Coho",77,85,5.1,"Y","N",1,2021-07-29,210,"age-1"
1151,"7/29/2021","23",1,"Main_Side","E0CCF7C","Coho",84,92,6.7,"Y","N",1,2021-07-29,210,"age-1"
1153,"7/29/2021","25",1,"Main_Side","E0CCF08","Coho",79,86,5.7,"Y","N",1,2021-07-29,210,"age-1"
1154,"7/29/2021","26",1,"Main_Side",NA,"Coho",42,45,0.8,"N","N",1,2021-07-29,210,"age-0"
1155,"7/29/2021","27",1,"Main_Side",NA,"Coho",39,41,0.5,"N","N",1,2021-07-29,210,"age-0"
1156,"7/29/2021","28",1,"Main_Side","E0CCF3F","Coho",81,87,5.8,"Y","N",1,2021-07-29,210,"age-1"
1157,"7/29/2021","29",1,"Main_Side","E0CCFB7","Coho",88,97,7.2,"Y","N",1,2021-07-29,210,"age-1"
1158,"7/29/2021","30",1,"Main_Side","E0CCFAB","Coho",69,74,4,"N","N",1,2021-07-29,210,"age-1"
1159,"7/29/2021","31",1,"Main_Side","E0CCF72","Coho",77,85,5.5,"N","N",1,2021-07-29,210,"age-1"
1160,"7/29/2021","32",2,"Main_Side",NA,"Coho",37,39,0.9,"N","N",1,2021-07-29,210,"age-0"
1161,"7/29/2021","33",2,"Main_Side",NA,"Coho",36,39,0.4,"N","N",1,2021-07-29,210,"age-0"
1162,"7/29/2021","34",2,"Main_Side",NA,"Coho",38,40,0.7,"N","N",1,2021-07-29,210,"age-0"
1163,"7/29/2021","35",2,"Main_Side",NA,"Coho",49,53,1.2,"N","N",1,2021-07-29,210,"age-0"
1164,"7/29/2021","36",2,"Main_Side","E0CCF9E","Coho",79,86,5.1,"Y","N",1,2021-07-29,210,"age-1"
1165,"7/29/2021","37",2,"Main_Side",NA,"Coho",36,39,0.6,"N","N",1,2021-07-29,210,"age-0"
1166,"7/29/2021","38",2,"Main_Side",NA,"Coho",38,41,0.7,"N","N",1,2021-07-29,210,"age-0"
1167,"7/29/2021","39",2,"Main_Side",NA,"Coho",46,49,1,"N","N",1,2021-07-29,210,"age-0"
1168,"7/29/2021","40",2,"Main_Side",NA,"Coho",47,52,1.1,"Y","N",1,2021-07-29,210,"age-0"
1170,"7/29/2021","42",2,"Main_Side",NA,"Coho",45,49,1.1,"N","N",1,2021-07-29,210,"age-0"
1171,"7/29/2021","43",2,"Main_Side",NA,"Coho",33,37,1,"N","N",1,2021-07-29,210,"age-0"
1172,"7/29/2021","44",2,"Main_Side",NA,"Coho",69,75,3.4,"Y","N",1,2021-07-29,210,"age-1"
1173,"7/29/2021","45",4,"Main_Side",NA,"Coho",42,44,0.9,"N","N",1,2021-07-29,210,"age-0"
1174,"7/29/2021","46",4,"Main_Side",NA,"Coho",43,46,1.1,"N","N",1,2021-07-29,210,"age-0"
1175,"7/29/2021","47",4,"Main_Side",NA,"Coho",39,41,0.4,"N","N",1,2021-07-29,210,"age-0"
1176,"7/29/2021","48",4,"Main_Side",NA,"Coho",43,46,1,"N","N",1,2021-07-29,210,"age-0"
1177,"7/29/2021","49",4,"Main_Side",NA,"Coho",38,40,0.5,"N","N",1,2021-07-29,210,"age-0"
1178,"7/29/2021","50",4,"Main_Side",NA,"Coho",38,40,0.5,"N","N",1,2021-07-29,210,"age-0"
1179,"7/29/2021","51",4,"Main_Side",NA,"Coho",71,76,4.1,"Y","N",1,2021-07-29,210,"age-1"
1180,"7/29/2021","52",3,"Main_Side","E0CCFA7","Coho",80,85,5.8,"Y","N",1,2021-07-29,210,"age-1"
