"Fish_ID_comp","Date","Fish_ID_day","Trap","Habitat","PIT_tag","Species","FL","TL","Weight","Diet","Fin.Clip","Pink_Salmon_pres_abs","date","doy","age_cluster"
1541,"8/18/2021","71",3,"Main_Side",NA,"Coho",55,59,2.2,"N","N",1,2021-08-18,230,"age-0"
1542,"8/18/2021","72",3,"Main_Side",NA,"Coho",56,60,2.1,"N","N",1,2021-08-18,230,"age-0"
1543,"8/18/2021","73",3,"Main_Side",NA,"Coho",54,58,1.7,"N","N",1,2021-08-18,230,"age-0"
1544,"8/18/2021","74",3,"Main_Side",NA,"Coho",45,48,1.2,"N","N",1,2021-08-18,230,"age-0"
1545,"8/18/2021","75",3,"Main_Side",NA,"Coho",56,60,2.2,"N","N",1,2021-08-18,230,"age-0"
1546,"8/18/2021","76",3,"Main_Side",NA,"Coho",65,69,2.7,"N","N",1,2021-08-18,230,"age-0"
1547,"8/18/2021","77",3,"Main_Side",NA,"Coho",57,61,2,"N","N",1,2021-08-18,230,"age-0"
1549,"8/18/2021","79",3,"Main_Side",NA,"Coho",62,67,2.8,"Y","N",1,2021-08-18,230,"age-0"
1550,"8/18/2021","80",3,"Main_Side",NA,"Coho",46,49,1.3,"N","N",1,2021-08-18,230,"age-0"
1551,"8/18/2021","81",3,"Main_Side",NA,"Coho",49,52,1.4,"N","N",1,2021-08-18,230,"age-0"
1552,"8/18/2021","82",3,"Main_Side",NA,"Coho",54,58,1.8,"N","N",1,2021-08-18,230,"age-0"
1553,"8/18/2021","83",3,"Main_Side",NA,"Coho",65,70,3.4,"Y","N",1,2021-08-18,230,"age-0"
1555,"8/18/2021","85",3,"Main_Side",NA,"Coho",59,62,2.3,"N","N",1,2021-08-18,230,"age-0"
1556,"8/18/2021","86",3,"Main_Side",NA,"Coho",44,47,0.9,"N","N",1,2021-08-18,230,"age-0"
1557,"8/18/2021","87",3,"Main_Side",NA,"Coho",52,56,1.5,"N","N",1,2021-08-18,230,"age-0"
1558,"8/18/2021","88",3,"Main_Side",NA,"Coho",41,43,0.7,"N","N",1,2021-08-18,230,"age-0"
1559,"8/18/2021","89",3,"Main_Side",NA,"Coho",48,51,1.2,"N","N",1,2021-08-18,230,"age-0"
1560,"8/18/2021","90",3,"Main_Side",NA,"Coho",52,56,1.5,"N","N",1,2021-08-18,230,"age-0"
1561,"8/18/2021","91",3,"Main_Side",NA,"Coho",55,59,1.9,"N","N",1,2021-08-18,230,"age-0"
1562,"8/18/2021","92",3,"Main_Side",NA,"Coho",60,65,2.4,"N","N",1,2021-08-18,230,"age-0"
1563,"8/18/2021","93",3,"Main_Side",NA,"Coho",59,63,2.1,"N","N",1,2021-08-18,230,"age-0"
1564,"8/18/2021","94",3,"Main_Side",NA,"Coho",61,65,2.4,"Y","N",1,2021-08-18,230,"age-0"
1566,"8/18/2021","96",3,"Main_Side",NA,"Coho",54,58,1.9,"N","N",1,2021-08-18,230,"age-0"
1567,"8/18/2021","97",3,"Main_Side",NA,"Coho",56,60,1.8,"N","N",1,2021-08-18,230,"age-0"
1568,"8/18/2021","98",3,"Main_Side",NA,"Coho",54,58,1.7,"N","N",1,2021-08-18,230,"age-0"
1569,"8/18/2021","99",3,"Main_Side",NA,"Coho",56,60,2,"N","N",1,2021-08-18,230,"age-0"
1570,"8/18/2021","100",3,"Main_Side",NA,"Coho",59,63,2.4,"N","N",1,2021-08-18,230,"age-0"
1571,"8/18/2021","101",3,"Main_Side",NA,"Coho",62,67,2.8,"N","N",1,2021-08-18,230,"age-0"
1572,"8/18/2021","102",3,"Main_Side",NA,"Coho",66,71,3.7,"Y","N",1,2021-08-18,230,"age-0"
1574,"8/18/2021","104",3,"Main_Side",NA,"Coho",52,56,1.9,"N","N",1,2021-08-18,230,"age-0"
1575,"8/18/2021","105",3,"Main_Side",NA,"Coho",47,50,1.1,"N","N",1,2021-08-18,230,"age-0"
1576,"8/18/2021","106",3,"Main_Side",NA,"Coho",50,53,1.4,"N","N",1,2021-08-18,230,"age-0"
1577,"8/18/2021","107",3,"Main_Side",NA,"Coho",51,54,1.5,"N","N",1,2021-08-18,230,"age-0"
1579,"8/18/2021","109",3,"Main_Side",NA,"Coho",55,60,2,"N","N",1,2021-08-18,230,"age-0"
1580,"8/18/2021","110",3,"Main_Side",NA,"Coho",59,64,2.5,"N","N",1,2021-08-18,230,"age-0"
1581,"8/18/2021","111",3,"Main_Side",NA,"Coho",61,66,2.6,"Y","N",1,2021-08-18,230,"age-0"
1583,"8/18/2021","113",3,"Main_Side",NA,"Coho",55,59,2.1,"N","N",1,2021-08-18,230,"age-0"
1584,"8/18/2021","114",3,"Main_Side",NA,"Coho",55,58,2.1,"N","N",1,2021-08-18,230,"age-0"
1585,"8/25/2021","1",1,"Main_Side",NA,"Coho",68,75,3.9,"Y","N",1,2021-08-25,237,"age-0"
1586,"8/25/2021","2",1,"Main_Side",NA,"Coho",59,64,2.5,"N","N",1,2021-08-25,237,"age-0"
1587,"8/25/2021","3",1,"Main_Side",NA,"Coho",56,61,2,"N","N",1,2021-08-25,237,"age-0"
1588,"8/25/2021","4",1,"Main_Side",NA,"Coho",87,94,7.5,"Y","N",1,2021-08-25,237,"age-1"
1589,"8/25/2021","5",1,"Main_Side",NA,"Coho",53,56,1.5,"N","N",1,2021-08-25,237,"age-0"
1590,"8/25/2021","6",1,"Main_Side",NA,"Coho",62,68,2.7,"Y","N",1,2021-08-25,237,"age-0"
1591,"8/25/2021","7",1,"Main_Side",NA,"Coho",59,64,2.2,"N","N",1,2021-08-25,237,"age-0"
1592,"8/25/2021","8",2,"Main_Side",NA,"Coho",68,73,3.1,"Y","N",1,2021-08-25,237,"age-0"
1593,"8/25/2021","9",2,"Main_Side",NA,"Coho",50,53,1.8,"N","N",1,2021-08-25,237,"age-0"
1594,"8/25/2021","10",2,"Main_Side",NA,"Coho",48,52,1.5,"N","N",1,2021-08-25,237,"age-0"
1596,"8/25/2021","12",2,"Main_Side",NA,"Coho",66,71,3.3,"Y","N",1,2021-08-25,237,"age-0"
1597,"8/25/2021","13",2,"Main_Side",NA,"Coho",87,94,8.1,"Y","N",1,2021-08-25,237,"age-1"
1598,"8/25/2021","14",2,"Main_Side",NA,"Coho",57,62,2.2,"N","N",1,2021-08-25,237,"age-0"
1599,"8/25/2021","15",2,"Main_Side",NA,"Coho",54,58,2.1,"N","N",1,2021-08-25,237,"age-0"
1601,"8/25/2021","17",3,"Main_Side",NA,"Coho",44,46,1,"N","N",1,2021-08-25,237,"age-0"
1602,"8/25/2021","18",3,"Main_Side",NA,"Coho",44,49,1.2,"N","N",1,2021-08-25,237,"age-0"
1603,"8/25/2021","19",3,"Main_Side",NA,"Coho",50,54,1.6,"N","N",1,2021-08-25,237,"age-0"
1604,"8/25/2021","20",3,"Main_Side",NA,"Coho",48,52,1.3,"N","N",1,2021-08-25,237,"age-0"
1605,"8/25/2021","21",3,"Main_Side",NA,"Coho",45,48,1.4,"N","N",1,2021-08-25,237,"age-0"
1607,"8/25/2021","23",3,"Main_Side",NA,"Coho",51,55,1.4,"N","N",1,2021-08-25,237,"age-0"
1609,"8/25/2021","25",3,"Main_Side",NA,"Coho",55,52,1.6,"N","N",1,2021-08-25,237,"age-0"
1610,"8/25/2021","26",3,"Main_Side",NA,"Coho",44,46,1.3,"N","N",1,2021-08-25,237,"age-0"
1611,"8/25/2021","27",3,"Main_Side",NA,"Coho",47,50,1.2,"N","N",1,2021-08-25,237,"age-0"
1612,"8/25/2021","28",3,"Main_Side",NA,"Coho",42,45,0.8,"N","N",1,2021-08-25,237,"age-0"
1613,"8/25/2021","29",3,"Main_Side",NA,"Coho",50,54,1.3,"N","N",1,2021-08-25,237,"age-0"
1614,"8/25/2021","30",3,"Main_Side",NA,"Coho",54,58,1.6,"N","N",1,2021-08-25,237,"age-0"
1615,"8/25/2021","31",3,"Main_Side",NA,"Coho",49,53,1.4,"N","N",1,2021-08-25,237,"age-0"
1618,"8/25/2021","34",3,"Main_Side",NA,"Coho",45,42,0.8,"N","N",1,2021-08-25,237,"age-0"
1619,"8/25/2021","35",3,"Main_Side",NA,"Coho",59,64,2.4,"Y","N",1,2021-08-25,237,"age-0"
1620,"8/25/2021","36",3,"Main_Side",NA,"Coho",51,55,1.3,"N","N",1,2021-08-25,237,"age-0"
1623,"8/28/2021","2",3,"Main_Side",NA,"Coho",52,55,1.4,"N","N",1,2021-08-28,240,"age-0"
1624,"8/28/2021","3",3,"Main_Side","E0CCF9C","Coho",104,111,14.1,"Y","N",1,2021-08-28,240,"age-1"
1626,"8/28/2021","5",3,"Main_Side",NA,"Coho",74,79,4.7,"Y","N",1,2021-08-28,240,"age-0"
1628,"8/28/2021","7",3,"Main_Side","E0CCFBE","Coho",80,86,6.3,"Y","N",1,2021-08-28,240,"age-1"
1632,"8/28/2021","11",1,"Main_Side",NA,"Coho",44,47,0.9,"N","N",1,2021-08-28,240,"age-0"
1633,"8/28/2021","12",1,"Main_Side",NA,"Coho",57,61,2.5,"Y","N",1,2021-08-28,240,"age-0"
1634,"8/28/2021","13",1,"Main_Side","E0CCF5D","Coho",92,99,9.4,"Y","N",1,2021-08-28,240,"age-1"
1636,"8/28/2021","15",1,"Main_Side",NA,"Coho",51,55,1.3,"N","N",1,2021-08-28,240,"age-0"
1637,"8/28/2021","16",1,"Main_Side","E0CCF79","Coho",93,100,9.9,"Y","N",1,2021-08-28,240,"age-1"
1643,"8/28/2021","22",1,"Main_Side",NA,"Coho",82,86,2.9,"Y","N",1,2021-08-28,240,"age-1"
1645,"8/28/2021","24",4,"Seep",NA,"Coho",46,49,1,"N","N",1,2021-08-28,240,"age-0"
1646,"8/28/2021","25",4,"Seep",NA,"Coho",41,44,0.7,"N","N",1,2021-08-28,240,"age-0"
1650,"8/28/2021","29",4,"Seep",NA,"Coho",58,65,2.5,"Y","N",1,2021-08-28,240,"age-0"
1653,"8/28/2021","32",2,"Main_Side",NA,"Coho",50,53,1.3,"N","N",1,2021-08-28,240,"age-0"
1654,"8/28/2021","33",2,"Main_Side",NA,"Coho",49,53,1.2,"N","N",1,2021-08-28,240,"age-0"
1655,"8/28/2021","34",2,"Main_Side",NA,"Coho",46,49,1,"N","N",1,2021-08-28,240,"age-0"
1656,"8/28/2021","35",2,"Main_Side",NA,"Coho",50,53,1.4,"N","N",1,2021-08-28,240,"age-0"
1657,"8/28/2021","36",2,"Main_Side",NA,"Coho",49,52,1.2,"N","N",1,2021-08-28,240,"age-0"
1658,"8/28/2021","37",2,"Main_Side",NA,"Coho",53,57,1.6,"Y","N",1,2021-08-28,240,"age-0"
1659,"8/28/2021","38",2,"Main_Side",NA,"Coho",51,54,1.5,"Y","N",1,2021-08-28,240,"age-0"
1660,"8/28/2021","39",2,"Main_Side",NA,"Coho",53,57,1.5,"N","N",1,2021-08-28,240,"age-0"
1661,"8/28/2021","40",2,"Main_Side",NA,"Coho",52,55,1.6,"N","N",1,2021-08-28,240,"age-0"
1662,"8/28/2021","41",2,"Main_Side",NA,"Coho",50,53,1.2,"N","N",1,2021-08-28,240,"age-0"
1663,"8/28/2021","42",2,"Main_Side",NA,"Coho",50,54,1.2,"N","N",1,2021-08-28,240,"age-0"
1664,"8/28/2021","43",2,"Main_Side",NA,"Coho",49,52,1.2,"N","N",1,2021-08-28,240,"age-0"
1665,"8/28/2021","44",2,"Main_Side",NA,"Coho",52,55,1.4,"Y","N",1,2021-08-28,240,"age-0"
1666,"8/28/2021","45",2,"Main_Side",NA,"Coho",57,61,2,"Y","N",1,2021-08-28,240,"age-0"
1667,"8/28/2021","46",2,"Main_Side",NA,"Coho",55,59,1.7,"N","N",1,2021-08-28,240,"age-0"
1668,"8/28/2021","47",2,"Main_Side",NA,"Coho",56,60,1.8,"N","N",1,2021-08-28,240,"age-0"
1669,"8/28/2021","48",2,"Main_Side",NA,"Coho",55,59,1.9,"N","N",1,2021-08-28,240,"age-0"
1670,"8/28/2021","49",2,"Main_Side",NA,"Coho",57,61,1.9,"N","N",1,2021-08-28,240,"age-0"
1671,"8/28/2021","50",2,"Main_Side",NA,"Coho",50,53,1.2,"N","N",1,2021-08-28,240,"age-0"
1673,"9/2/2021","1",1,"Main_Side","E0CCF61","Coho",108,117,15.4,"Y","N",1,2021-09-02,245,"age-1"
1675,"9/2/2021","3",1,"Main_Side",NA,"Coho",52,55,1.8,"N","N",1,2021-09-02,245,"age-0"
1676,"9/2/2021","4",1,"Main_Side",NA,"Coho",49,52,1.5,"N","N",1,2021-09-02,245,"age-0"
1677,"9/2/2021","5",1,"Main_Side",NA,"Coho",65,69,3.4,"Y","N",1,2021-09-02,245,"age-0"
1678,"9/2/2021","6",1,"Main_Side",NA,"Coho",45,48,1.3,"N","N",1,2021-09-02,245,"age-0"
1679,"9/2/2021","7",1,"Main_Side",NA,"Coho",50,54,1.7,"N","N",1,2021-09-02,245,"age-0"
1680,"9/2/2021","8",1,"Main_Side",NA,"Coho",47,51,1.3,"N","N",1,2021-09-02,245,"age-0"
1681,"9/2/2021","9",1,"Main_Side",NA,"Coho",51,55,1.4,"N","N",1,2021-09-02,245,"age-0"
1682,"9/2/2021","10",1,"Main_Side",NA,"Coho",51,54,1.5,"N","N",1,2021-09-02,245,"age-0"
1683,"9/2/2021","11",2,"Main_Side",NA,"Coho",63,67,2.8,"N","N",1,2021-09-02,245,"age-0"
1684,"9/2/2021","12",2,"Main_Side",NA,"Coho",65,69,3.6,"N","N",1,2021-09-02,245,"age-0"
1685,"9/2/2021","13",2,"Main_Side",NA,"Coho",66,70,3.3,"N","N",1,2021-09-02,245,"age-0"
1686,"9/2/2021","14",2,"Main_Side",NA,"Coho",56,60,2,"N","N",1,2021-09-02,245,"age-0"
1688,"9/2/2021","16",2,"Main_Side",NA,"Coho",63,66,2.7,"N","N",1,2021-09-02,245,"age-0"
1689,"9/2/2021","17",2,"Main_Side",NA,"Coho",59,64,2.4,"N","N",1,2021-09-02,245,"age-0"
1690,"9/2/2021","18",2,"Main_Side",NA,"Coho",51,54,1.5,"N","N",1,2021-09-02,245,"age-0"
1691,"9/2/2021","19",2,"Main_Side",NA,"Coho",66,70,3.3,"Y","N",1,2021-09-02,245,"age-0"
1692,"9/2/2021","20",2,"Main_Side",NA,"Coho",69,74,3.6,"Y","N",1,2021-09-02,245,"age-0"
1693,"9/2/2021","21",2,"Main_Side",NA,"Coho",65,69,3,"N","N",1,2021-09-02,245,"age-0"
1694,"9/2/2021","22",2,"Main_Side",NA,"Coho",61,65,2.8,"N","N",1,2021-09-02,245,"age-0"
1695,"9/2/2021","23",2,"Main_Side",NA,"Coho",59,64,2.2,"N","N",1,2021-09-02,245,"age-0"
1696,"9/2/2021","24",2,"Main_Side",NA,"Coho",55,59,2,"N","N",1,2021-09-02,245,"age-0"
1697,"9/2/2021","25",2,"Main_Side",NA,"Coho",53,56,1.8,"N","N",1,2021-09-02,245,"age-0"
1698,"9/2/2021","26",2,"Main_Side",NA,"Coho",73,78,4.8,"Y","N",1,2021-09-02,245,"age-0"
1699,"9/2/2021","27",2,"Main_Side",NA,"Coho",51,55,2.1,"N","N",1,2021-09-02,245,"age-0"
1701,"9/2/2021","29",2,"Main_Side","E0CCF0D","Coho",104,111,13.4,"Y","N",1,2021-09-02,245,"age-1"
1702,"9/2/2021","30",2,"Main_Side",NA,"Coho",42,44,1.2,"N","N",1,2021-09-02,245,"age-0"
1703,"9/2/2021","31",2,"Main_Side",NA,"Coho",58,61,2.4,"N","N",1,2021-09-02,245,"age-0"
1704,"9/2/2021","32",2,"Main_Side",NA,"Coho",63,67,2.8,"N","N",1,2021-09-02,245,"age-0"
1708,"9/2/2021","36",2,"Main_Side",NA,"Coho",54,57,1.9,"N","N",1,2021-09-02,245,"age-0"
1709,"9/2/2021","37",3,"Main_Side",NA,"Coho",64,68,3,"Y","N",1,2021-09-02,245,"age-0"
1710,"9/2/2021","38",3,"Main_Side",NA,"Coho",59,63,2.4,"N","N",1,2021-09-02,245,"age-0"
1711,"9/2/2021","39",3,"Main_Side",NA,"Coho",57,61,2.3,"N","N",1,2021-09-02,245,"age-0"
1713,"9/2/2021","41",3,"Main_Side",NA,"Coho",50,53,1.6,"N","N",1,2021-09-02,245,"age-0"
1714,"9/2/2021","42",3,"Main_Side",NA,"Coho",56,60,2.1,"N","N",1,2021-09-02,245,"age-0"
1716,"9/2/2021","44",3,"Main_Side",NA,"Coho",56,60,2.1,"N","N",1,2021-09-02,245,"age-0"
1717,"9/2/2021","45",3,"Main_Side",NA,"Coho",58,61,2.2,"N","N",1,2021-09-02,245,"age-0"
1718,"9/2/2021","46",3,"Main_Side",NA,"Coho",73,80,4.5,"Y","N",1,2021-09-02,245,"age-0"
1719,"9/2/2021","47",3,"Main_Side",NA,"Coho",49,53,1.2,"N","N",1,2021-09-02,245,"age-0"
1720,"9/2/2021","48",3,"Main_Side","E0CCF07","Coho",106,114,15.1,"Y","N",1,2021-09-02,245,"age-1"
1721,"9/2/2021","49",3,"Main_Side",NA,"Coho",61,65,2.6,"N","N",1,2021-09-02,245,"age-0"
1722,"9/2/2021","50",3,"Main_Side",NA,"Coho",65,70,3.4,"Y","N",1,2021-09-02,245,"age-0"
1723,"9/2/2021","51",3,"Main_Side",NA,"Coho",64,69,3.2,"N","N",1,2021-09-02,245,"age-0"
1724,"9/2/2021","52",3,"Main_Side",NA,"Coho",70,75,4,"Y","N",1,2021-09-02,245,"age-0"
1725,"9/2/2021","53",3,"Main_Side",NA,"Coho",61,66,2.6,"N","N",1,2021-09-02,245,"age-0"
1726,"9/2/2021","54",3,"Main_Side",NA,"Coho",61,66,2.5,"N","N",1,2021-09-02,245,"age-0"
1727,"9/2/2021","55",3,"Main_Side",NA,"Coho",49,52,1.3,"N","N",1,2021-09-02,245,"age-0"
1728,"9/2/2021","56",3,"Main_Side",NA,"Coho",51,54,1.5,"N","N",1,2021-09-02,245,"age-0"
1729,"9/2/2021","57",3,"Main_Side","E0CCFBA","Coho",106,114,14.1,"Y","N",1,2021-09-02,245,"age-1"
1730,"9/2/2021","58",3,"Main_Side",NA,"Coho",49,53,1.4,"N","N",1,2021-09-02,245,"age-0"
1731,"9/2/2021","59",3,"Main_Side",NA,"Coho",54,57,1.6,"N","N",1,2021-09-02,245,"age-0"
1732,"9/2/2021","60",3,"Main_Side",NA,"Coho",53,56,1.7,"N","N",1,2021-09-02,245,"age-0"
1733,"9/2/2021","61",3,"Main_Side",NA,"Coho",51,54,1.5,"N","N",1,2021-09-02,245,"age-0"
1734,"9/2/2021","62",3,"Main_Side","E0CCF6F","Coho",102,110,14,"Y","N",1,2021-09-02,245,"age-1"
1735,"9/2/2021","63",3,"Main_Side",NA,"Coho",56,60,1.9,"N","N",1,2021-09-02,245,"age-0"
1736,"9/2/2021","64",3,"Main_Side",NA,"Coho",65,70,2.8,"N","N",1,2021-09-02,245,"age-0"
1737,"9/2/2021","65",3,"Main_Side",NA,"Coho",71,76,4.7,"Y","N",1,2021-09-02,245,"age-0"
1738,"9/2/2021","66",3,"Main_Side",NA,"Coho",67,71,3.6,"N","N",1,2021-09-02,245,"age-0"
1739,"9/2/2021","67",3,"Main_Side",NA,"Coho",59,63,2.2,"N","N",1,2021-09-02,245,"age-0"
1741,"9/2/2021","69",3,"Main_Side",NA,"Coho",50,53,1.3,"N","N",1,2021-09-02,245,"age-0"
1743,"9/2/2021","71",3,"Main_Side",NA,"Coho",48,51,1.3,"N","N",1,2021-09-02,245,"age-0"
1744,"9/2/2021","72",3,"Main_Side",NA,"Coho",56,59,2,"N","N",1,2021-09-02,245,"age-0"
1745,"9/2/2021","73",3,"Main_Side",NA,"Coho",53,56,1.7,"N","N",1,2021-09-02,245,"age-0"
1747,"9/2/2021","75",3,"Main_Side",NA,"Coho",62,67,3,"N","N",1,2021-09-02,245,"age-0"
1748,"9/2/2021","76",3,"Main_Side",NA,"Coho",53,56,1.8,"N","N",1,2021-09-02,245,"age-0"
1750,"9/2/2021","78",3,"Main_Side",NA,"Coho",62,66,2.6,"N","N",1,2021-09-02,245,"age-0"
1751,"9/2/2021","79",3,"Main_Side",NA,"Coho",54,58,2,"N","N",1,2021-09-02,245,"age-0"
1752,"9/2/2021","80",3,"Main_Side",NA,"Coho",69,73,3,"Y","N",1,2021-09-02,245,"age-0"
1753,"9/2/2021","81",3,"Main_Side",NA,"Coho",54,57,1.7,"N","N",1,2021-09-02,245,"age-0"
1754,"9/2/2021","82",3,"Main_Side",NA,"Coho",70,76,4.1,"Y","N",1,2021-09-02,245,"age-0"
1755,"9/2/2021","83",3,"Main_Side",NA,"Coho",51,54,1.5,"N","N",1,2021-09-02,245,"age-0"
1756,"9/2/2021","84",3,"Main_Side",NA,"Coho",53,56,1.7,"N","N",1,2021-09-02,245,"age-0"
1757,"9/2/2021","85",3,"Main_Side",NA,"Coho",50,53,1.3,"N","N",1,2021-09-02,245,"age-0"
1758,"9/2/2021","86",3,"Main_Side",NA,"Coho",60,63,2.3,"N","N",1,2021-09-02,245,"age-0"
1759,"9/2/2021","87",3,"Main_Side",NA,"Coho",59,62,2.4,"Y","N",1,2021-09-02,245,"age-0"
1760,"9/2/2021","88",3,"Main_Side",NA,"Coho",50,54,1.5,"N","N",1,2021-09-02,245,"age-0"
1761,"9/2/2021","89",3,"Main_Side",NA,"Coho",53,56,1.8,"N","N",1,2021-09-02,245,"age-0"
1762,"9/2/2021","90",3,"Main_Side",NA,"Coho",62,66,2.6,"Y","N",1,2021-09-02,245,"age-0"
1763,"9/2/2021","91",3,"Main_Side",NA,"Coho",51,54,1.6,"N","N",1,2021-09-02,245,"age-0"
1764,"9/2/2021","92",3,"Main_Side",NA,"Coho",65,70,3.2,"Y","N",1,2021-09-02,245,"age-0"
1765,"9/2/2021","93",3,"Main_Side",NA,"Coho",60,64,2.6,"Y","N",1,2021-09-02,245,"age-0"
1766,"9/2/2021","94",3,"Main_Side",NA,"Coho",53,57,2.5,"N","N",1,2021-09-02,245,"age-0"
1768,"9/2/2021","96",3,"Main_Side",NA,"Coho",49,53,1.4,"N","N",1,2021-09-02,245,"age-0"
1769,"9/2/2021","97",3,"Main_Side",NA,"Coho",71,76,4.2,"N","N",1,2021-09-02,245,"age-0"
1770,"9/2/2021","98",3,"Main_Side",NA,"Coho",57,61,2.2,"N","N",1,2021-09-02,245,"age-0"
1772,"9/2/2021","100",3,"Main_Side",NA,"Coho",57,60,2,"N","N",1,2021-09-02,245,"age-0"
1773,"9/2/2021","101",3,"Main_Side",NA,"Coho",50,54,1.5,"N","N",1,2021-09-02,245,"age-0"
1777,"9/3/2021","3",2,"Main_Side","E0CCF6E","Coho",104,112,14.6,"Y","N",1,2021-09-03,246,"age-1"
1778,"9/3/2021","4",2,"Main_Side","E0CCF69","Coho",103,112,13.9,"Y","N",1,2021-09-03,246,"age-1"
1780,"9/3/2021","6",2,"Main_Side",NA,"Coho",108,118,16,"N","N",1,2021-09-03,246,"age-1"
1781,"9/3/2021","7",2,"Main_Side",NA,"Coho",95,102,10.7,"N","N",1,2021-09-03,246,"age-1"
1782,"9/3/2021","8",2,"Main_Side",NA,"Coho",102,110,11.6,"N","N",1,2021-09-03,246,"age-1"
1783,"9/3/2021","9",2,"Main_Side",NA,"Coho",74,80,4.5,"N","N",1,2021-09-03,246,"age-0"
1784,"9/3/2021","10",2,"Main_Side",NA,"Coho",104,112,13.7,"N","N",1,2021-09-03,246,"age-1"
1786,"9/3/2021","12",2,"Main_Side",NA,"Coho",66,70,3,"N","N",1,2021-09-03,246,"age-0"
1787,"9/3/2021","13",2,"Main_Side",NA,"Coho",102,111,12.3,"N","N",1,2021-09-03,246,"age-1"
1788,"9/3/2021","14",2,"Main_Side",NA,"Coho",107,116,15.1,"N","N",1,2021-09-03,246,"age-1"
1789,"9/3/2021","15",2,"Main_Side",NA,"Coho",62,66,2.7,"N","N",1,2021-09-03,246,"age-0"
1791,"9/3/2021","17",2,"Main_Side",NA,"Coho",50,53,1,"N","N",1,2021-09-03,246,"age-0"
1792,"9/3/2021","18",2,"Main_Side",NA,"Coho",67,72,3.5,"N","N",1,2021-09-03,246,"age-0"
1793,"9/3/2021","19",2,"Main_Side",NA,"Coho",64,69,2.9,"Y","N",1,2021-09-03,246,"age-0"
1794,"9/3/2021","20",2,"Main_Side",NA,"Coho",82,88,6.3,"N","N",1,2021-09-03,246,"age-1"
1795,"9/3/2021","21",2,"Main_Side",NA,"Coho",71,76,4,"N","N",1,2021-09-03,246,"age-0"
1796,"9/3/2021","22",2,"Main_Side",NA,"Coho",75,82,4.7,"N","N",1,2021-09-03,246,"age-0"
1797,"9/3/2021","23",2,"Main_Side",NA,"Coho",97,106,10.3,"N","N",1,2021-09-03,246,"age-1"
1798,"9/3/2021","24",2,"Main_Side",NA,"Coho",103,111,13.2,"N","N",1,2021-09-03,246,"age-1"
1799,"9/3/2021","25",2,"Main_Side",NA,"Coho",67,72,3.6,"N","N",1,2021-09-03,246,"age-0"
1800,"9/3/2021","26",3,"Main_Side",NA,"Coho",51,55,1.5,"N","N",1,2021-09-03,246,"age-0"
1801,"9/3/2021","27",3,"Main_Side",NA,"Coho",53,57,1.8,"N","N",1,2021-09-03,246,"age-0"
1802,"9/3/2021","28",3,"Main_Side",NA,"Coho",56,59,1.7,"N","N",1,2021-09-03,246,"age-0"
1803,"9/3/2021","29",3,"Main_Side",NA,"Coho",74,79,4.9,"N","N",1,2021-09-03,246,"age-0"
1804,"9/3/2021","30",3,"Main_Side",NA,"Coho",54,58,1.7,"N","N",1,2021-09-03,246,"age-0"
1805,"9/3/2021","31",3,"Main_Side",NA,"Coho",48,51,1.5,"N","N",1,2021-09-03,246,"age-0"
1806,"9/3/2021","32",3,"Main_Side",NA,"Coho",57,59,2,"N","N",1,2021-09-03,246,"age-0"
1807,"9/3/2021","33",3,"Main_Side",NA,"Coho",58,61,2.1,"N","N",1,2021-09-03,246,"age-0"
1808,"9/3/2021","34",3,"Main_Side",NA,"Coho",60,63,2.2,"N","N",1,2021-09-03,246,"age-0"
1812,"9/3/2021","38",3,"Main_Side",NA,"Coho",55,58,1.7,"N","N",1,2021-09-03,246,"age-0"
1813,"9/3/2021","39",3,"Main_Side",NA,"Coho",43,45,0.9,"N","N",1,2021-09-03,246,"age-0"
1814,"9/3/2021","40",3,"Main_Side",NA,"Coho",53,55,1.6,"N","N",1,2021-09-03,246,"age-0"
1815,"9/3/2021","41",3,"Main_Side",NA,"Coho",56,59,1.8,"N","N",1,2021-09-03,246,"age-0"
1817,"9/3/2021","43",3,"Main_Side",NA,"Coho",51,54,1.3,"N","N",1,2021-09-03,246,"age-0"
1818,"9/3/2021","44",3,"Main_Side",NA,"Coho",53,57,1.6,"N","N",1,2021-09-03,246,"age-0"
1819,"9/3/2021","45",3,"Main_Side",NA,"Coho",62,65,2.7,"N","N",1,2021-09-03,246,"age-0"
1820,"9/3/2021","46",3,"Main_Side",NA,"Coho",46,51,1.5,"N","N",1,2021-09-03,246,"age-0"
1821,"9/3/2021","47",3,"Main_Side",NA,"Coho",68,71,1.6,"N","N",1,2021-09-03,246,"age-0"
1822,"9/3/2021","48",3,"Main_Side",NA,"Coho",64,68,3,"N","N",1,2021-09-03,246,"age-0"
1823,"9/3/2021","49",3,"Main_Side",NA,"Coho",61,65,2.7,"N","N",1,2021-09-03,246,"age-0"
1824,"9/3/2021","50",3,"Main_Side",NA,"Coho",48,51,1.3,"N","N",1,2021-09-03,246,"age-0"
1825,"9/3/2021","51",3,"Main_Side",NA,"Coho",53,55,1.5,"N","N",1,2021-09-03,246,"age-0"
1826,"9/3/2021","52",3,"Main_Side",NA,"Coho",48,52,1.9,"N","N",1,2021-09-03,246,"age-0"
1827,"9/3/2021","53",3,"Main_Side",NA,"Coho",64,67,2.5,"N","N",1,2021-09-03,246,"age-0"
